nose_x,left_eye_x,right_eye_x,left_ear_x,right_ear_x,left_shoulder_x,right_shoulder_x,left_elbow_x,right_elbow_x,left_wrist_x,right_wrist_x,left_hip_x,right_hip_x,left_knee_x,right_knee_x,left_ankle_x,right_ankle_x,nose_y,left_eye_y,right_eye_y,left_ear_y,right_ear_y,left_shoulder_y,right_shoulder_y,left_elbow_y,right_elbow_y,left_wrist_y,right_wrist_y,left_hip_y,right_hip_y,left_knee_y,right_knee_y,left_ankle_y,right_ankle_y
577.4684895106723,579.4647834414527,579.6435034615649,560.9742220924013,575.5551401774086,552.8043881370905,568.2616279238745,,562.2409647987004,607.2888659522646,591.212338765462,541.6263560340518,557.2269014631001,528.1665754772368,598.3385184151786,488.35026005336215,592.1613834926061,831.3820704505557,825.3924393426803,817.6775338309153,768.9643610999698,770.2041288103372,789.2081950959704,792.1731887090774,,823.2197127569286,810.9776300702773,807.0268885294594,846.6504542032875,851.0919832502092,875.6382340930752,862.5454937162848,903.5947708856489,917.938568478539
585.1160964965818,586.5772530691966,581.0266189575192,570.7054149082728,585.6575088500975,562.2467760358537,575.9865177699497,,562.5250293186734,600.4934430803572,591.9387708391461,552.7031925746373,561.2817998613633,544.6406375340055,606.9257627214705,491.11556952340266,592.4540476117817,812.1186365400043,807.2195292881556,813.5632476806643,767.665411267962,768.537500653948,787.6664009094237,789.9070892333984,,817.5591795785085,812.3186106000626,809.1000982012067,845.8560453142439,846.4427588326591,875.1787981305803,866.5216500418522,901.0336663382393,917.9678519112724
593.8614458356583,594.8285653250559,586.3153969900947,580.8141817365374,596.3899089268276,572.2031511579241,584.9894125802176,649.6077880859375,568.7524206978936,599.1697049822128,596.0767026628766,562.9987972804479,567.4185131617958,558.3128874642512,614.7862734113422,497.7549945286343,592.9939068385535,795.4258989606587,791.3836048671177,807.2812096732006,766.0704171316968,766.4421201433455,785.6594129289899,787.448699951172,811.8051452636722,812.8472829546248,812.3530970982143,809.6048186165948,844.455259050642,842.552930559431,874.3941835675923,869.7821851457866,898.3180269513812,917.443002973284
603.7045375279022,604.2187202090313,595.5098375592917,591.3005225771954,607.752340407599,582.673513503302,595.2703123546786,649.607788085938,580.923138936361,603.3176516578314,603.626134236654,572.5131701514839,575.6370413643976,569.1833252679738,621.9200504847939,508.2685350690573,593.7809611729217,781.3038577125192,777.8846660795671,798.8314198085246,764.1793786911743,763.9179872785301,783.1872311546695,784.7980208623983,811.8051452636726,809.0840228852777,811.0810895647327,808.5410497756237,842.448095412482,839.4224984305251,873.2843904041115,872.3270990280885,895.4478527250751,916.3640216645746
615.3578883579803,615.4295043945317,610.2216150192992,602.346813383557,621.3315676734566,594.911742437454,608.8519149053668,649.607788085938,600.0308866954989,609.3153650192992,612.2593144008096,580.9771993727916,587.954958234515,573.7666843959267,629.0450664701921,525.5861158825106,594.9622995285765,765.506107511975,762.8324519566133,782.4649276733404,762.625353131976,760.9357677641374,779.94553520566,781.6682078043625,811.8051452636726,805.3380824497774,807.0318574451271,805.6197084699364,838.5121002197271,836.7030545189273,870.5103374662859,873.7638586135143,891.3074987502332,913.9952712286092
626.769173031762,626.6624981108171,626.1864616757352,612.5895661853613,632.1188318161742,604.3451668875562,620.9588455926809,649.607788085938,623.5598914736797,630.2682487851102,633.430047898066,586.7977803548181,598.9099524361751,568.9531453450525,634.020903087798,539.7302969069713,596.1699749174576,753.188581194197,749.8243667965849,775.855814615886,759.4987954639258,756.5191408793137,776.9076414562412,778.5770463489357,811.8051452636726,803.8968938191738,805.1136834280837,801.7800525483636,836.2007940383191,835.2958047049392,870.7093854631703,875.0297008696062,885.905378069197,912.3994780040928
638.3108360653837,638.078755696615,641.9473459152953,625.2441297258654,643.1923072451641,613.6144917805993,630.9033987862728,649.3201766241168,646.7926228841151,657.3600173223591,658.3503345307854,596.9211850847521,608.1053070794974,594.2123623802553,637.5579663231264,557.1200688680017,597.2992611839661,759.4726973034092,754.9829246884306,776.4529894874215,751.4608873639793,752.7405464535673,774.1521301269538,776.050528753372,814.394391741072,803.6472836449038,806.2157069614962,799.1312172299346,836.730324881418,832.8885556175601,868.0409596761074,877.2768271309995,890.3701179141096,911.445382254465
650.3734919230149,650.3642883300786,653.9500245593847,635.2757633754189,653.2262660435272,619.605840047201,634.5298585437597,649.7515938168485,663.1673293340779,684.9039124988379,679.709357852028,600.0616142636259,620.5238156999865,611.3127205258329,640.6420353480753,575.911748976935,597.9642562866215,771.0982324509399,765.8874480837874,786.3475523449132,754.8594064258399,751.7800345647909,772.430281139556,773.803355625698,810.5105220249727,803.1782571701782,804.6460534958618,795.5440052577433,837.9166833786743,830.4078383672811,866.0206647600453,878.5997641427182,894.009997049968,911.3143986293255
657.3700819469639,657.830701555525,659.4231665475033,645.9993126278837,661.6575273786277,629.0932351975218,643.3192145937969,650.6144282023117,676.13366553897,695.2865262712755,691.3208567301438,607.7536235990983,631.5160863967174,623.6098589215965,642.2193599882585,589.6207075573153,599.0552916753863,788.4941082908999,782.9741185506191,786.070807684036,755.907807849703,751.4014801752005,769.5324463617239,773.3547893705827,802.742782592774,803.2428025745216,805.4704647972476,792.1830447968989,836.1952783493774,826.9117838541672,863.7046138218477,879.4445459275025,894.6853488740473,910.4816894531257
659.2263637724382,661.2200063069666,664.4469597226102,653.6626412527906,671.3887358165928,635.7517471313481,652.7403390066969,649.9619438534696,679.7142660958432,689.4017998831619,688.9667547316783,617.7891533261259,642.6447644914904,622.9192519414997,643.6934534708664,586.0602645874028,601.2140838986356,806.5344216482986,800.3598987034395,796.6599375406906,756.320616404216,749.5823580423996,767.3905156453457,773.2270954677042,795.2027602422811,800.524887448266,807.1908910842175,788.0852072579526,833.2650204613101,827.9685705275768,864.2831689743775,879.8838486444389,900.1502187819715,908.8979637509308
